comment,offensive,type
"High gravity as a substitute for high speed relatistic time dilation effect 

From the article:

Using time dilation under the Theory of General Relativity, for instance: 
Residing inside of a hollow, high-mass object; 

Are you sure this is accurate?  I was under the impression that according to the shell theorem, the net gravity inside a hollow, symmetrical sphere was zero.  If the hollow object isn't symmetrical, there could be some gravity inside, but in that case it would be no different from (and probably less efficient than) standing on the outside of a high-mass object.",False,non_offensive
Thank you for clarifyling Matt Smoral!,False,non_offensive
User NittyG starts to delete traces of The Key of Geometry from Uclides.,False,non_offensive
"Of course it's also possible that you are, in fact, just a dick",True,"toxic, obscene, insult"
"""

Konitski: 
According to the 1804 Code Napoléon in vigor at the time of Chopin's birth, Chopin was born a Frenchman - now, whether you want to interpret this as a French national or a French citizen, as far as I am concerned, c'est du pareil au même: he was a Frenchman.
Chopin began travelling outside of Poland - or should we say the Duchy of Warsaw? - in 1828: Berlin; 1829, Vienna, Prague, Dresden; 1830: Dresden, Prague, Vienna; 1831: Vienna, Stuttgart, Paris. In order to travel, he needed a passport and I assume (forgive me Widipedia for assuming) that he travelled on a Polish or Duchy of Warsaw passport.  No, I have no facsimile of it, nor have I ever seen any, but without passport, Chopin could not have left Poland. 
NOTE: In Selected Correspondence of Fryderik Chopin, collected & annotated by Bornislaw Edward Sydow, translated from Polish and other languages Chopin was using in his correspondence, by Arthur Hedley, McGraw-Hill, 1963, p. 90, from what is referred to as Chopin's Album: 
Stuttgart, after 8 September 1831: """"My passport expires next month - I am not entitled to live in a foreign country - at least I have no official right...""""

  """,False,non_offensive
(Something that IS well-sourced?),False,non_offensive
"what exactly is your problem? 

why are you vandalising articles i edit? is this going to be a personal crusader? is it fun? are you bored? whya not write some articles on your own instead of ruining other ones?",False,non_offensive
"""
Usually what happens with bot outages is someone pushes a change to the live version of MediaWiki that slightly alters some output or formatting the bots look for.  King Öomie """,False,non_offensive
"Whilst his accent is odd, I came to the conclusion it was a Northern Irish accent that had been moderated by plenty of time spent in mainland UK. Which would still make him a limey. ~",False,non_offensive
Only by sea. By land they would have to travel through Indonesia.,False,non_offensive
I don't get what it means?????,False,non_offensive
look guys i like jews as much as the next guy and im not gunna edit things anymore. i just want the priveledge back.  i dunno what i'm liable to do if i cant edit WIKIPEDIA PAGES!!!!!!,False,non_offensive
Wiki members who abuse their powere may be banned.,False,non_offensive
Do you really Think her bust is natural?,False,non_offensive
"""
Sorry about the late response, internship has been taking up a fair amount of my time. You are correct that that template should be removed from that task, I've removed it from the list it uses and tags should be corrected by next run.  chat """,False,non_offensive
"Loser
Unlike lazy academic know-nothing geek-parasites like LK, I've been too busy servicing my clients in the 'real' voluntary non-coercive non-counterfeit non-tax eating economy to comment, but I noticed you're slowly going mad.  Despite pleading with other admins to re-instate wrongly banned editors, you yourself have now taken to reflexively banning all edits from the Southern Hemispherewithout any basis whatsoever. I think you know I'd be the last person to give a shit about formal wear - but you go ahead and make the trivial, obsessive revert anyway 'just in case'.  Only the paranoid shoot first.  Like a gutless frightened soldier in Vietnam, or the well-connected German Jews who, in fear and in a spineless pandering to power and with fatal short-term opportunism, co-operated with Hitler right until the end, you're killing your own with friendly fire.  I can smell your fear.  You can't help yourself.  Your kind are programed to irrationally self-destruct.  I couldn't care less about editing Wiki any more, still less about editing formal wear, you idiot.  All the pages I care about have been censored and protected.  You know that.  I'm well and truly over it.  My job is done.  It's already too late to save the system.  Foreclosuregate is the start of the end.  Of property rights and therefore of the whole economic system.  The end will come you won't even notice it.  We're close.  Very, very close.  You've already had to edit out your criticisms of Peter Schiff on the AS page.  Wait a few months.  You'll end up deleting the whole page. Ha Ha Ha!",True,"toxic, insult"
"REDIRECT Talk:City of York Council election, 2003",False,non_offensive
Well if you ever decide to stop trolling and would like help writing your article pleasecontact me but right now all you're doing is breaking policy and that hurts wiki.,False,non_offensive
Go fuck yourself. Conrad Black cheated thousands of people out of their pensions. Anyone who defends hm is an asshole and an apologist for evil,True,"toxic, obscene, insult"
"""

, I'm aware that you were not communicating with me. Since I was one of the editors that you reverted, I felt I had a place in the conversation. |(talk) """,False,non_offensive
"""
I just came to this article for the first time.  I have never seen a scrolling refernce list and find it odd.  We should move the see also and external links above the references and leave the list full length.  By the way, your """"What is unacceptable is dropping in and making a unilateral change"""" attitude"""" violates the spirirt of Wikipedia (Wikipedia:Be bold) and is unacceptable.   """,False,non_offensive
"Another Wikipedia guideline for you to read: assume good faith. Also, for you to compare: Shrikhande's, Nash-Williams', your, and my publication records in Google scholar. I realize that MathSciNet might be a better choice of database for mathematicians, but my own work is not primarily in the math literature and the pattern there is in any case not very different. The point is that for Shrikhande and Nash-Williams I can see clear evidence of notability just from the Google scholar citation counts. For you I can't, and would need some other justification for having an article here. That's why I removed the redlink. —",False,non_offensive
fuck of u dick cirt,True,"toxic, obscene, insult"
REDIRECT Talk:New York Lizards,False,non_offensive
"National Movie Awards U.K. 

Can we have National Movie Awards U.K. in the list? The awards will be presented for the first time in the UK. PS (AndhraNews.net)",False,non_offensive
This is the discussion page...,False,non_offensive
"""
Now you accuse me of """"warring"""". Obviously if I disagree with something, I will debate it. In this case, Cobber Kain was one of the first RAF aces. Therefore English people will want to claim him as one of their own. This is not the case.   """,False,non_offensive
"I will take responsibility for every such request.  And if it comes up often, we will all discuss guidelines for dealing with this.  But my guiding principle is letting anons do anything they could before, except vandalism.  I see no reason to be more restrictive than that, and I'm willing to put in the time for the principle.",False,non_offensive
"Why is this page wrong?! 

Hola! I'm trying to find out about the film I just saw and was looking into it. But - there data here which doesn't not exist... It appears the people who have been contributing to this site have it wrong. I will do a bit to correct the posts, but its sad to see how poorly used wikipedia is. ;(",False,non_offensive
"""
""""BRD will generally fail if:...The page is protected.""""""",False,non_offensive
"Surely concerns re: fossil fuels/alternative energy sources, pollution and other environmental concerns should be included with the mention of animal rights.",False,non_offensive
"2011 (UTC)

 The world needs better NGO's.   HRW doesn't appear to know the difference between a Sunni and a Shia in Bahrain.  And doesn't even issue an annual report for the Palestinian Authority. Someone needs to do that.   16:27, 7 April",False,non_offensive
And i censored the previous bad word. Don't call it vandalism,False,non_offensive
You've got problems.  You are vandalising the article by removing improvements.  Grow up and get over whatever it is you need to get over.,False,non_offensive
"""Rabbi Mordechi Eliyahu, the past Chief Rabbi of Israel after his visit to the Rebbe said. """"I saw that no secret is hidden from him, and I mean that simply and explicitly. He knows all of the Talmud, Poskim (legal precedents) and in the Mystical works his understanding is very very deep. He is the master of light. He is a master of all the Torah. And is an expert on everything that is happening in Israel. His face shines like an angel of G-d and he himself is higher than any angel. He is the greatest Torah master in our generation and no one is even close to him. And together with this he worries for every Jew in the world.""""

""",False,non_offensive
"""

 wording 

""""Apart from MIC the gas cloud may have contained phosgene, hydrogen cyanide, carbon monoxide, hydrogen chloride, nitrous oxides and carbon dioxide, either produced in the storage tank or in the atmosphere. All these gases, except carbon dioxide, are toxic."""" Carbon dioxide is toxic and significant enough levels (around 8% i think). It is just less toxic than the others. How could this be reworded so as to be clearer? Talk """,False,non_offensive
"Thanks for heads up
What I bone headed thing for me to have done! Regarding the category deletion nomination for Mormon Mythology and Mythological languages, initially I just felt that the categories were misapplied, but then realized it was actually an entire category that was designed to be POV.  I went back and repopulated the category so that other editors could see the thought process of the creator.  Thanks again for your note.  (talk)",False,non_offensive
"^_^ This is my cousin, this is my cousin, muwahahaha!!!",False,non_offensive
"Vandalism by  and Others 
This user has reverted all edits to the Zeybek dance page to the Greek version - even though he opened the article himself. 

Th etwo references taken out are there for a reason - THEY HAVE BEEN CITED. The immigrants lowest of the low article about mistreatment of Turkish immigrants in Germany influenced the Turkish hip hop genre, for example. It is all footnoted if one takes the time to read and not just edit.",False,non_offensive
This is obviously a great test case because others can see that either you are making up an excuse to deny the request or that you evaluate edits independently and find them better than 90% of wikipedians,False,non_offensive
"Also, I am a complete and utter douchebag; as evidence, I submit the simple fact that I sit on here all day with a lightbulb plug in my rectum and leave snitty comments.",False,non_offensive
how do you KNOW it?  I could equally argue that you and i know i wasnt intending it as a personal attack.,False,non_offensive
"In English, and other European languages, we read from left to right.  The peninsulas are named left to right.  If I was writing form an Arabic or Hebrew wikipedia I would list them in the opposite order.  Do you really not find that clear enough?",False,non_offensive
"""

This article appears to deliberately lack NPOV.  An """"alleged"""" crime or a """"planned"""" crime is not the same as an """"attempted"""" crime.  Under U.S. law, an individual is presumed to be innocent until proven guilty.  Allowing misinformation and propaganda to creep into articles like this cheapens the entire project.  Let's work together to focus on NPOV edits, otherwise, this article should be deleted pending determination of whether or not it really happened.   """,False,non_offensive
"Trying to Make Alpha Five Wiki-Friendly... 

hello Again Cholmes75,

Please find the Alpha Five listing that we would appreciate your review of, at http://en.wikipedia.org/wiki/User:Donmokhan.

I sincerely await your esteemed feedback on how to make this Wiki-Friendly!

Thank you,

DonMoKhan",False,non_offensive
"Mick Cooke

I would like to hear your rationale for wanting to delete him. Enough material is there for a stub. Why not encourage me to write a few lines for a stub rather than outright delete it. I know in order to climb the admin ladder you have to destroy others work (Its the only way people will listen to you and therefore nominate you for adminship) but please use a little common sense - you will have to delete thousands of smaller articles before this is out. Cop on. Think before you type.",False,non_offensive
"I'll check it out later, good job!...",False,non_offensive
"Crikey, not only did I piss of 'Daddy' I pissed off 'Mummy' too.. I'm such a bad, bad boy.

STOP Wikipedia elitism.",True,toxic
"""

El Nino

The (limited and perhaps maladroit) changes I've made in the first bit of the article (ignoring, please, my snide comment), you may give a sense of where jargon might impede readability of the article.

However, could be a case in which """"if you have to ask"""" then maybe you can't help, or maybe you can.

I've added article to """"watch list"""" for the moment, and may try to marginally contribute. I don't pretend to understand subject with slightest depth, and would be cautious.

The larger problem is in its organization. 

A general reader wants to know, immediately, what are the potential consequences of El Nino. Instead, the article's lead grafs launch  into a long-winded and seemingly vague description of its history and theory that are more appropriate for deep into its body.

  """,False,non_offensive
I have commented objectively on what I have seen in the article and this is intended to be helpful. I see no reason for you to interpret this as anything other than constructive and helpful.,False,non_offensive
I can't find any such list.  Any guesses on its name?,False,non_offensive
"Fair enough.  I understand both of your opinions/thoughts.  I must say that Pokemon characters, and other fictious characters/objects/articles which flood ebay, certainly appear to be far less notable than the facets and buildings of a university.  I see what you mean in regards to the tennis courts though, etc...",False,non_offensive
"It was just a suggestion to have a perceptive to ordinary life. Bangalore article is not as bad as Maharashtra, which had five images of the same Mumbai buildings, just from different angles....",False,non_offensive
"""

report me all you want. to call that """"vandalism"""" is idiocy to begin with. whether it's policy or not, you're an idiot for looking for those types of things. I'm sure wikipedia is a much better place because of that (note: sarcasm). ban away!""",True,"toxic, insult"
"""Ray Harryhausen and Bernard Herrmann ==
Even though Harryhausen is basically a special effects artist rather than a director his films are most commonly thought of as """"Ray Harryhausen films"""" rather than by the director. That said, Bernard Herrmann scored four of Harryhausen's films: The 7th Voyage of Sinbad, The Three Worlds of Gulliver, Mysterious Island, and Jason and the Argonauts.

== """,False,non_offensive
REDIRECT Talk:Newark Broad Street Station,False,non_offensive
I am 100% OK.  Thank you for asking.  Please...it is a wiki.  Edit it.,False,non_offensive
"Title 
Shouldn't this be moved to Vincenzo Zanzi?",False,non_offensive
""":Calamitybrook, you might read some of the many, many responses made over time about these issues.  You might consider wp:dispute resolution or wp:RfC to gather support for your position. However, your abusive behaviour is not likely to draw much in the way of help: see again, guidance on your talk page, this talk page, wp:COIN, wp:WQA. Please follow it.- Sinneed 

""",False,non_offensive
"""
Please read Talk:Homesickness#Thurber edits.  talk to me """,False,non_offensive
"you muppet 

man,you don't know anything about test,i got the truth and you are trying to put the stupid lies in,and it's a swinging neckbreaker,not a TKO,GOT IT!!!",True,"toxic, insult"
"""
Oh?  Yet you chose to reply to this post rather than simply delete it  that says something.  As it says something that you ponder if I think I'm """"getting to you.""""  It doesn't bother you to be asked if he ripped you a new one??  perhaps that's because you're already stretched to the limit.  I would not talk about strange and bizarre if I were you:  you have reversed and contradicted yourself and have made edits to the Lucas bio, as Lucas wants, introducing unsourced information.  Do not confuse your perception of obsession with a dedication to getting the truth out.  Fantasize about you and Lucas??  that would be like taking syrup of ipecac, plus I'm not into animal husbandry.  You are spinning out of control.  72.68.120.112  """,False,non_offensive
"80 years? 

It says currently that it's been 80 years since an election with neither an incumbent VP nor an incumbent president.  What about 1952?  I suppose Truman took a while to decide not to run, and Alben Barkley ran desultorily for the Democratic nomination,  but  I don't think anyone thought he had a chance to win. Color me dubious of this claim.",False,non_offensive
For instance: The Government of BiH declared independence anyway - which was not accepted by the federal government of Yugoslavia...What federal government? Yugoslavia stoped to exist much earlier when Slovenia declared independence.,False,non_offensive
I've cleaned up the to do list. All that information isn't needed for this list.,False,non_offensive
"OK, you are a faggot. Keep being an ass. And don't forget to edit it.wikipedia.org/wiki/Marie_Luv fr.wikipedia.org/wiki/Marie_Luv es.wikipedia.org/wiki/Marie_Luv pt.wikipedia.org/wiki/Marie_Luv. And write to Jimbo to complain that Marie Luv entry was nominated as a Pornography Featured article. With her real name!!! WTF??? Such a shame!!! http://en.wikipedia.org/wiki/Portal:Pornography/Featured_article/38

Add by the way, rewrite the part of the article that is a copy/paste from IMDb. Not a serious reliable source.

Oh! And write to Google to state that they don't respect her privacy: Quiana Marie Bryant.

BTW you won. I'll stop editing wikipedia. Since adding informations is useless with poor guys like you. Cheers.

85.201.107.27",True,toxic
"Supervisor?
I'd like the username of your supervisor or commanding officer.",False,non_offensive
"""

Personal attacks?

Regarding your last post to me, practice what you preach. How is it OK for you to tell everyone I'm """"ranting"""", and have """"groupies""""?

STOP HARRASSING ME.

LEAVE ME ALONE!! """,True,toxic
"""

 You had offered... 

 SSB,
 A while back you had offered to be an intermediary for SqueakBox and I, as we had mutually agreed not to post to each others' talk pages (an agreement of which I am still abiding at least). Well, I would like to ask his assistance with a little Wikipedia-related ... project. I need the help, it may be a little fun for him, and I am totally in good faith (and need) wanting to enlist his assistance.
 If you might communicate to him that I would like to run an idea past him, I would appreciate it. If so, I'll do it as he wishes; on his talk page or on mine. If not, that's fine too and my feelings won't be hurt.
 Thanks!!!  •   •  • 01:13 (UTC)  27 Mar '08""",False,non_offensive
"Thanks for the support.  (Not to undermine you, but Arthur Rubinstein was always Arthur, not Artur;  from the talk page: In his memoir, Rubinstein addressed this issue. He wrote that his name was Arthur and not Artur, and that he was greatly irritated by people who insisted on calling him Artur.)  Cheers.",False,non_offensive
"This should probably have a place in the article, I suspect  The Cross and the Stars - Catholics in the field of fantasy and science fiction. - need to check RS and N for the source, but looks useful.",False,non_offensive
"""

 hi 

Hi there, I just wanted to know how you know that new page requires categorization?  ''' Talk """,False,non_offensive
"""

I have """"surprises"""" for you looser, just wait...  """,True,toxic
other ethnic groups) as well as,False,non_offensive
"""

Question
If """"Stepped On My J's"""" isn't a single, then why is there a single cover for it? (  """,False,non_offensive
"Hey 

I just like the redirect's you setup here.",False,non_offensive
i'm not gonna ask again,False,non_offensive
Good job on the NPOV article on sports criticism.  It's a lot better than what I did ;),False,non_offensive
"""

the words """"last warning"""" were found a total of 5 times on this page""",False,non_offensive
It must be from something since there is a very similar campaign clip from a US democrat candidate (Barrack Obama or something) against H. Clinton. I guess both Futurama and this clip are a parody of the same original thing.,False,non_offensive
"""

 Hugo Margenat 

Found an Image Tony, Also, the Image was part of a Claridad article which you may use to further improve upon the article if not used already.  GaA """,False,non_offensive
My apologies. Got distracted with other matters. Will try to resolve them as soon as I can.,False,non_offensive
Just chipping in here: is an RfC which instructs people to read 24 previous discussions actually going to attract any new and useful participants to the discussion? I wonder how many people will actually read all those 24. Might it be better to try to summarise the previous discussions?,False,non_offensive
"""

 About your recent comments at """"Països catalans"""" talk-page 

""""As for now, I can't see the point nor I have the energy to engage in that hell again. There's no bloody reason for so doing if nobody is going to protect whatever the results anyway, like just happened this time. This is just so very disappointing. MOUNTOLIVE fedeli alla linea  """"

Dear friend, I believe that you are in the mood for this...

Don't give up cos you have friends. Don't give up, you're not beaten yet. Don't give up, I know you can make it good. When times get rough, you can fall back on us. Don't give up, Please don't give up!

FaysallF has asked for someone to point him to a consensus to keep it at """"Països Catalans"""", and I have broughted it to him... D

I love you man! MauritiusXXVII (Aut Disce, Aut Doce, Aut Discede!). """,False,non_offensive
I can't modify/delete my own talk?,False,non_offensive
"Britton/July 29 

Is there some rule I'm unaware of that says that assassinations of abortion providers don't count as deaths? I'm aware of WP:RY, but this is July 29, not 1994; if you're trying to apply the same rule anyway, why remove Britton and not, say, Bibhutibhushan Mukhopadhyay or Vean Gregg or Bill Todman, who also don't fit those criteria?  (talk ⋅ contribs)",False,non_offensive
"DSM  
At the precise moment you were writing about the DSM Cautionary Statement, I also added my 2 cents.  Please check the comments page.  I am not an expert on wiki standards, but if you have any suggestions on incorporating this information in an appropriate manner, I'd love to hear about it.",False,non_offensive
"fuck  

62.158.73.165  62.158.73.165  62.158.73.165  62.158.73.165  62.158.73.165  62.158.73.165   fuck you bitch screw you harry potter asshole licking",True,"toxic, severe_toxic, obscene, insult"
"What nonsense, all that has happened here is that Jeni has roped in some friends to step up her harassment of me. Every single edit I make is reverted, even if they are just tidying spelling and grammar etc. There must be a way to deal with this kind of harassment, Jeni must be blocked.",False,non_offensive
"Awwwww thanks ) It was a pleasure to work with you as well. Hope for the best,",False,non_offensive
"""

""""Wolin is often described as representing the hard-Left"""" - not because of the conceptualization then cited in your text, but because he's noticed that a) other historical democracies like Athens and early Rome succumbed to becoming empires, with democracy losing out and b) the way an empire describes itself is often not accurate.[source:  public lecture, keynote speaker, CLMP Annual Event, Redway Calif., Nov. 1, 2008].  So American Democracy is deconstructed in his books.  But why does the """"hard-Left"""" term link to a very specific British political party leftist term of art - to which Sheldon Wolin has no cited direct connection whatsoever?

75.111.41.64  """,False,non_offensive
"You are 22 years older than your husband! You are an old cougar! 

You are an old cougar! You are an old cougar!",True,"toxic, insult"
"""

Regarding 1), I think the threshold for inclusion in this article was 50,000 deaths, given that Valentino used that figure in his definition of """"mass killing"""". So listing individual episodes of 50 killings would quickly overwhelm this article given Stalin's prolific record. 2) I think that approach you describe is okay. 3) If the expulsion of German civilians from Eastern Europe involved mass killing of a significant number of people, then why not.   """,False,non_offensive
I think I understand KillerChihuahua's ban message better now; he thought I intentionally added that text after Cailil's message. Does it look like I tried to fit it in? It's not even the right wording and doesn't make any sense in Cailil's comment. Compare it to my final comment.',False,non_offensive
"“OS, you're welcome to edit here if you make constructive edits to articles within our policies,”

Come down please from your high horse Ms. SlimVirgin and answer my charge against you. If you liked AE so much that you were nominating him for administrator why you imposed yourself as the mediator? Why you were so unfair to me from the start and broke ALL the rules of Wikipedia. Now you accuse me of the same. I repeatedly asked you to be specific. You failed because you can’t. But I can. I can show you broke the rules of Wikipedia on many instances. Instead of lecturing me, you must apologize for being biased. 

“sweeping generalizations about certain religions?” So you don’t like any criticism about your religion do you? What part of my criticism of Islam was sweeping generalization? I have been very specific so far and tried to provide opposing views to Islam. You simply do not have the tolerance for that. That is why you decry my contributions and call them “sweeping generalization” or try to dismiss them as  Islamophobia. Are views contrary to Christianity Chistianophobia? Do we have anyone crying Judaismphobia, Hinduphobia or Buddhistphobia? Why only Muslims make that claim? It is to silence any voice of opposition. You did that here and you even sided each time with my opponent to ban my views. This is unethical. Is that an insult? Am I allowed to say you acted unethically? Or would I be banned again? If this is not despotism what it is? Of course you can’t jail or kill me. But you do what you can. You censor me, violate my rights and ban me. 

Go ahead. Block me. That is all you can do. You are unable to respond to any of my accusations against you. So using force is all you can do.  09:02 27 Oct. 2005",False,non_offensive
", and similar Historical events back up the nowadays validity of the symbols",False,non_offensive
"""
 Sarek claimed that it was in place and was asked for the diff by Domer, I asked him/her too and they said it was there it appears now it wasn't as can be seen here. Talk """,False,non_offensive
"""
I just reviewed the MOS and it looks like they have recently certified """"Blockquote"""" tag use.  The quotation template is based on the Blockquote tag but includes boxes / background.  Let me submit the question on the talk if this tag is the recommendation for long quotations.   (talk) """,False,non_offensive
"""

 Perpetual Virginity 

The article currently states: """"After giving birth to Christ, Mary did have sexual relations,"""" and """"In the little time that Joseph was still around after the birth of and they had several more children.""""  Certainly some people believe these assertions, but they don't belong in an article that presents the Roman Catholic Church's Marian dogmas.

The article also says that: """"Mary did break her vow by the grace of God.""""  The writer seems to mean that God gave Mary a free pass to have sex but remain a virgin.  That really needs a citation, because I've never heard anything like it.  The RC Church teaches that Mary was really and truly a virgin her whole life, and other people believe she had sex and bore children, but as far as I know, no one teaches that she had sex, but God was okay with it, so we call her a virgin anyway.  Without a citation, this statement should go.

 """,False,non_offensive
"""

 Instead of keeping them in references and external links section use inline citations. Thanks! —  NotifyOnline  """,False,non_offensive
"REDIRECT Talk:In re TRENDnet, Inc.",False,non_offensive
"""
Addendum:  It seems that it refers to a video which is an excerpt of the game, where the sources does call the game """"...very famous"""" but the video does not play and the topic in this discussion is not about the game being famous and about using the word in other contexts.  """,False,non_offensive
"""
We are not here to tell people which position is the """"truth"""", but to tell people what position is the established view, why some do not accept that position, and what evidence is cited for or against dissenting positions. Despite what you claim, a view being """"widely accepted"""" does not suggest it is the majority view and nearly half of respondents accepting the view is a good indication of it being the widely accepted view, not considering that the levels of acceptance are higher among experts in the field. There was nothing wrong with the previous version, which best reflected how the theories are described in reliable sources, and it seems people are changing it simply to push their own personal attitudes onto the reader. tlk. cntrb. """,False,non_offensive
"""
Please stop adding nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.   ''''''Talk """,False,non_offensive
"message 

I thought you were going to block me again for talking to you",False,non_offensive
Probably what every other thug of the early '90s thought.  Draw your own conclusions. -''''''nix,False,non_offensive
"""
While in August 19, jimbo did change it to guideline, it was disputed for some time afterwards. SWATJester Denny Crane. """,False,non_offensive
"""

Like I said, the comments were made by Khomeini, not anyone else - so they belong here. You can go ahead and add anything you want to any Rabbi's article. In fact if you read some israeli politician's pages you would find a lot of controversial sayings included. As a leader of a country, and especially as a religious figure, it's important to know Khomenini's views on non-Muslims. This is the only thing I've found so far. You can find other things and add them in if you want. Talk """,False,non_offensive
"Thanks for experimenting with Wikipedia. The links you added to the page Mobile phone have been removed. Please do not add commercial links—or links to your own private websites—to Wikipedia. Wikipedia is not a vehicle for advertising or a mere collection of external links. You are, however, encouraged to add content instead of links.  See the welcome page if you would like to learn more about contributing to our encyclopedia. Thanks.     (talk)",False,non_offensive
"""
The lead is OR.  Moldovan is, according to the Moldovan constituiton, the official language of Moldova, not one of its names. Moreover, people in Russia, Kazakhstan or EU (Estonia), who are not Moldovan citizens and have nothing to do with Moldovan officials, still call their language Moldovan. The current lead imposes the view that """"Moldovan"""" is just imposed by evil Moldovan communist government, with nobody """"really"""" calling it that way, fact that is contradicted by census results and centuries of use.   """,False,non_offensive
"""

First, as for , """"someone who apparently designed some Boeing planes"""" is dr Waclaw Berczynski, engineer, constructor of Boeing with 21-year experience:  . It looks like you haven't even read the section you've removed... Regarding to the access to the black boxes, please read that handed over transcripts of records of black boxes. on Polish Wikipedia based, inter alia, on government's site. And I suggest to read about some of the results of reading the transcripts: boxes stopped working above the ground and Błasik wasn't in the cockpit of Tu-154 M. If you refer to the final report and the sentence """"...at the presence of Polish specialists and a Polish military prosecutor"""", it is like the lies of Ewa Kopacz about the fake-autopsies: """"Polish and Russians worked side by side"""". And it came out that the documents of autopsies there are no polish names signed and the parameters of bodies coincide with the real at about 3-5%... About Binienda, he was awarded by the American Society of Civil Engineers for technical contribution in the development of modern space design with applications in civil engineering"""" and NASA:  and others and he cooperated with NASA in designing of an engine applied in Boeing 787 Dreamliner, read [pl.wikipedia.org/wiki/Wiesław_Binienda|here] with the refs. He explained many times about the data in his simulation model and appealed for a joint conference/researches with other specialists and officials: invite the prosecutors to the USA. And it was Artymowicz who actually want to confront his arguments in a discussion. And if you are screaming about """"Newsweek Poland"""" as it is supposed to be an immaculate, high-reliable source, its editor in chief is known of his political views and I won't comment that...   """,False,non_offensive
"Hinduism and Sikh panth

Hey I put the reason up their, Im quite new to requesting a article for deletion but the reason is still valid. If not for a speedy deletion at least it will still be put up for it.

Elven6 July (utc)",False,non_offensive
STOP DELETING STUFF FROM OCEANS THREE AND A HALF !!!!,False,non_offensive
local website on Meredith's murder,False,non_offensive
Likewise ;-) A good debate is healthy as long as no one takes it personally.  All the best...,False,non_offensive
"Horrid things are coming your way! 

You are unlikely to survive 81.130.101.67",False,non_offensive
The purpose of a [Table_(information)] is compliment that information and show it to the reader in a nice easy to understand format,False,non_offensive
"replys - llllllloooooooooonnnngggggggg pink box 

hi kainaw, justa quick thank you, (i'm limited on the time i can spend online at work)interesting name wot it mean?",False,non_offensive
"I can't see why the arabesque spelling is even used at all. Arabesk, as it is discussed on this page and is considered in Turkey, is written arabesk and is not synonymous with French usage of arabesque. All the academic literature on the genre writes the genre as arabesk.",False,non_offensive
"""

I will consider an admin complaint against you. These """""""" signs do mean something, you know?   """,False,non_offensive
"""

 October 2007 
Thank you for making a report  on Wikipedia:Administrator intervention against vandalism. Reporting and removing vandalism is vital to the functioning of Wikipedia and all users are encouraged to revert, warn, and report vandalism.  However, administrators are generally only able to block users if they have received a recent final warning (one that mentions that the user may be blocked) and they have recently vandalized after that warning was given.  The reported user has not yet been blocked because it appears this has not occurred yet. If this user continues to vandalize even after their final warning, please report them to the AIV noticeboard again. Thank you!  Your report of me should go to Wikipedia:Administrators' noticeboard/Incidents. Just a reminder   Talk  Let's go Lightning! """,False,non_offensive
"""

 They always will be, a history of conquest and assimilation, hard won independence and also strong opposition from people who want Britain to be Britain (not Welsh, or Scottish etc.).  My grandmother (yes that close) was thrashed for speaking welsh in the playground of her school (an experienced mirrored in First Nation people in your country) and a culture was almost wiped out at the time.  Those things are within living memory so advocates of """"we are all British really"""" will get a  strong response.  Same on the Irish pages where memories of cultural assimilation are also strong (and of Cromwell for that matter.  I remember being on civil rights marches in Belfast in the 60s as catholics did not have a vote, something a lot of people forget or don't know (and still have the scars of B-special brutality from that).   I could go on, but its not an academic issue for many editors, it is their lived reality and history.   TALK """,False,non_offensive
"I will mention your name in acknowledgment, I hope you won't mind!",False,non_offensive
"Crafty, bro, I was going to leave you a nice message about you being a fag or something, but I realized you actually are a fag. Sorry to hear, man.",True,"toxic, obscene, insult"
"Mykungfu, if you are willing to come back and play by the rules - no sockpuppets, no harassing other users, no constant reverts - I think there are some real issues that we should discuss on these frat pages, such as the reliability of the Skip Mason site, and I'd be happy to help. But for that to happen, you have to work with us, through talk pages and via compromise. I hope you'll choose to stick to one account and to work with the rest of us to make Wikipedia's articles on these fraternities better. |  talk",False,non_offensive
"I thought it was a term that pretty explicitly covered England, Scotland, and Wales.  It is, however, ambiguous, and I agree it makes as much sense to use United Kingdom.",False,non_offensive
"""

{{unblock|Please , i won't make you look a fool, i promise, i don't break promises, i'm not actually a """"bad"""" person, all i ask is for your forgiveness, my name is Chris, in which the name Christopher means is a person named this is a person yot can rely on, i promise, this time i really will edit with good faith.""",False,non_offensive
"""
I've also had a mild protest about citations in the lead, and made the same response. What I don't know is what would happen if I or another editor went around putting {{citation needed}} against lists of common names with no sources given. I'm not quite sure if I want to try...
No, what I call """"climbing French beans"""" aren't  uncommon; in fact I have some waiting to be planted out right now. But I hadn't heard of them being called """"pole beans"""", which of course doesn't mean that some people in the UK don't call them that. The two problems with the cultivars I've grown is that (a) to grow well they need higher night temperatures than runner beans, showing chlorotic symptoms if too cold (b) they suffer in strong winds as their leaves seem to shred and snap off easily compared to runner beans – I guess that growing them together with the appropriate maize cultivar would give them wind protection. Anyway, enough beans for now!!   """,False,non_offensive
Where is the interruption?,False,non_offensive
This is my talk page and I can do what I want Kumplug!,False,non_offensive
